song_title,artist,section,lyrics,album
Lucky People,Waterparks,Chorus,"Let's be lucky people, you and me",Entertainment
Lucky People,Waterparks,Chorus,"Ooh, ooh, ooh",Entertainment
Lucky People,Waterparks,Verse 2,My hourglass is in your hands,Entertainment
Lucky People,Waterparks,Verse 2,"You've got my time, you are my plans",Entertainment
Lucky People,Waterparks,Verse 2,Let's keep each other safe from the world,Entertainment
Lucky People,Waterparks,Verse 2,You've got me writing sappy songs,Entertainment
Lucky People,Waterparks,Verse 2,I used to laugh at on my own,Entertainment
Lucky People,Waterparks,Verse 2,Let's keep each other safe from the world,Entertainment
Lucky People,Waterparks,Pre-Chorus,Cause I know it's hard to let yourself be fine,Entertainment
Lucky People,Waterparks,Pre-Chorus,When we carry 'round our worried flurried minds,Entertainment
Lucky People,Waterparks,Pre-Chorus,But I'll let go if you do too,Entertainment
Lucky People,Waterparks,Chorus,"Happy birthday, Merry Christmas",Entertainment
Lucky People,Waterparks,Chorus,To the one I call my missus,Entertainment
Lucky People,Waterparks,Chorus,I'm leaving you love notes in the kitchen that say it all,Entertainment
Lucky People,Waterparks,Chorus,I know you said to mind my business,Entertainment
Lucky People,Waterparks,Chorus,But Cupid sent me on a mission,Entertainment
Lucky People,Waterparks,Chorus,"That's got me sitting, wishing, waiting for your call",Entertainment
Lucky People,Waterparks,Chorus,"Let's be lucky people, you and me",Entertainment
Lucky People,Waterparks,Chorus,"Ooh, ooh, ooh",Entertainment
Lucky People,Waterparks,Bridge,My common sense is powerless,Entertainment
Lucky People,Waterparks,Bridge,And I'm convinced that you,Entertainment
Lucky People,Waterparks,Bridge,"Have caught me, luck is just the half of it",Entertainment
Lucky People,Waterparks,Bridge,The better half of me that I couldn't quit,Entertainment
Lucky People,Waterparks,Bridge,Cause now I'm flying 'cross the country,Entertainment
Lucky People,Waterparks,Bridge,More than monthly for you,Entertainment
Lucky People,Waterparks,Bridge,You've got me more than clumsy,Entertainment
Lucky People,Waterparks,Bridge,"But you're my yellow, lovely",Entertainment
Lucky People,Waterparks,Chorus,"Happy birthday, Merry Christmas",Entertainment
Lucky People,Waterparks,Chorus,To the one I call my missus,Entertainment
Lucky People,Waterparks,Chorus,I'm leaving you love notes in the kitchen that say it all,Entertainment
Lucky People,Waterparks,Chorus,I know you said to mind my business,Entertainment
Lucky People,Waterparks,Chorus,But Cupid sent me on a mission,Entertainment
Lucky People,Waterparks,Chorus,"That's got me sitting, wishing, waiting for your call",Entertainment
Watch What Happens Next,Waterparks,Verse 1,I wanna be a millionaire before I'm 30,FANDOM
Watch What Happens Next,Waterparks,Verse 1,But saying that out loud is probably gonna hurt me,FANDOM
Watch What Happens Next,Waterparks,Verse 1,Got nothing from my label,FANDOM
Watch What Happens Next,Waterparks,Verse 1,"Bitch, pay me what you owe me",FANDOM
Watch What Happens Next,Waterparks,Verse 1,"If you play guitar, you can't want things",FANDOM
Watch What Happens Next,Waterparks,Verse 1,And if you really love me,FANDOM
Watch What Happens Next,Waterparks,Verse 1,You should want the best for me,FANDOM
Watch What Happens Next,Waterparks,Verse 1,Everyone is sad when,FANDOM
Watch What Happens Next,Waterparks,Verse 1,When bands break up,FANDOM
Watch What Happens Next,Waterparks,Verse 1,"Well, guess, guess, guess, guess what?",FANDOM
Watch What Happens Next,Waterparks,Verse 1,They're defeated as fuck,FANDOM
Watch What Happens Next,Waterparks,Verse 1,Shamed out of money,FANDOM
Watch What Happens Next,Waterparks,Verse 1,By their own culture,FANDOM
Watch What Happens Next,Waterparks,Verse 1,Nice to fucking meet you,FANDOM
Watch What Happens Next,Waterparks,Verse 1,Let's get a little see-through,FANDOM
Watch What Happens Next,Waterparks,Verse 1,"Watch what happens next, yeah, yeah",FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,"I like cool shirts, I like cold rings",FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,I want jet packs for all my friends,FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Chorus,You don't love me the same,FANDOM
Watch What Happens Next,Waterparks,Chorus,It's such a fucking shame,FANDOM
Watch What Happens Next,Waterparks,Chorus,I don't deserve as much,FANDOM
Watch What Happens Next,Waterparks,Chorus,As all your pop faves,FANDOM
Watch What Happens Next,Waterparks,Chorus,You wanna hear my art,FANDOM
Watch What Happens Next,Waterparks,Chorus,But only on your terms,FANDOM
Watch What Happens Next,Waterparks,Chorus,So learn these fucking words,FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,"I like cool shirts, I like cold rings",FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,I want jet packs for all my friends,FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Verse 2,I don't think people realize how they're fucking us up,FANDOM
Watch What Happens Next,Waterparks,Verse 2,"I put autotune on ""Worst"" and caught all their disgust",FANDOM
Watch What Happens Next,Waterparks,Verse 2,Hip hop can do whatever it wants,FANDOM
Watch What Happens Next,Waterparks,Verse 2,Like make country songs and hit number one,FANDOM
Watch What Happens Next,Waterparks,Verse 2,"And that's fucking awesome, we could never do that",FANDOM
Watch What Happens Next,Waterparks,Verse 2,All the fans that like us need an easy fucking format,FANDOM
Watch What Happens Next,Waterparks,Verse 2,"They would boo that, they'd abuse that",FANDOM
Watch What Happens Next,Waterparks,Verse 2,It's a cultural hold-back,FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,"I like cool shirts, I like cold rings",FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,I want jet packs for all my friends,FANDOM
Watch What Happens Next,Waterparks,Pre-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Chorus,You don't love me the same,FANDOM
Watch What Happens Next,Waterparks,Chorus,It's such a fucking shame,FANDOM
Watch What Happens Next,Waterparks,Chorus,I don't deserve as much,FANDOM
Watch What Happens Next,Waterparks,Chorus,As all your pop faves,FANDOM
Watch What Happens Next,Waterparks,Chorus,You wanna hear my art,FANDOM
Watch What Happens Next,Waterparks,Chorus,But only on your terms,FANDOM
Watch What Happens Next,Waterparks,Chorus,So learn these fucking words,FANDOM
Watch What Happens Next,Waterparks,Bridge,"Let me get this straight, you want a say",FANDOM
Watch What Happens Next,Waterparks,Bridge,"In how well I live, if my life's okay",FANDOM
Watch What Happens Next,Waterparks,Bridge,Do I get a car? Hope it's not too nice,FANDOM
Watch What Happens Next,Waterparks,Bridge,Tell me everything you're comfortable with and I'll comply,FANDOM
Watch What Happens Next,Waterparks,Bridge,"Can I pay rent? Sure, but not much else",FANDOM
Watch What Happens Next,Waterparks,Bridge,Can I try new sounds? Go fuck yourself,FANDOM
Watch What Happens Next,Waterparks,Bridge,"Tell me what I get, tell me what I earn",FANDOM
Watch What Happens Next,Waterparks,Bridge,Tell me all the things you want and I will give up me for you,FANDOM
Watch What Happens Next,Waterparks,Chorus,You don't love me the same,FANDOM
Watch What Happens Next,Waterparks,Chorus,It's such a fucking shame,FANDOM
Watch What Happens Next,Waterparks,Chorus,I don't deserve as much,FANDOM
Watch What Happens Next,Waterparks,Chorus,As all your pop faves,FANDOM
Watch What Happens Next,Waterparks,Chorus,You wanna hear my art,FANDOM
Watch What Happens Next,Waterparks,Chorus,But only on your terms,FANDOM
Watch What Happens Next,Waterparks,Chorus,So learn these fucking words,FANDOM
Watch What Happens Next,Waterparks,Chorus,You don't love me the same,FANDOM
Watch What Happens Next,Waterparks,Chorus,It's such a fucking shame,FANDOM
Watch What Happens Next,Waterparks,Chorus,I'll never be enough,FANDOM
Watch What Happens Next,Waterparks,Chorus,Until it's too late,FANDOM
Watch What Happens Next,Waterparks,Chorus,You wanna hear my art,FANDOM
Watch What Happens Next,Waterparks,Chorus,But only on your terms,FANDOM
Watch What Happens Next,Waterparks,Chorus,So learn these fucking words,FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,"I like cool shirts, I like cold rings",FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,"I want a big house, I want nice things",FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,I want jet packs for all my friends,FANDOM
Watch What Happens Next,Waterparks,Post-Chorus,"I want a big house, I want nice things",FANDOM
We Need to Talk,Waterparks,Verse 1,Your mama likes me and she doesn't like anyone,Entertainment
We Need to Talk,Waterparks,Verse 1,"Your dumb, drunk friends don't care for me and I always told you so",Entertainment
We Need to Talk,Waterparks,Pre-Chorus,I wish you didn't tell me I was special,Entertainment
We Need to Talk,Waterparks,Pre-Chorus,Cause now it's far too hard to see through,Entertainment
We Need to Talk,Waterparks,Pre-Chorus,Cause you shine brighter than morning,Entertainment
We Need to Talk,Waterparks,Pre-Chorus,At least I thought you did,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I know I'm lonely but I won't come over,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought that I was lucky (I was lucky),Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I know I'm lonely but I won't come over,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,"I really thought that I was lucky, fuck me",Entertainment
We Need to Talk,Waterparks,Verse 2,I'm apathetic from this year-long deficit,Entertainment
We Need to Talk,Waterparks,Verse 2,"You don't like drama, so why you wanna live on top of it?",Entertainment
We Need to Talk,Waterparks,Verse 2,I'm sorry I don't hack your phone like he did,Entertainment
We Need to Talk,Waterparks,Verse 2,"And when you need space to breathe, I'll leave it",Entertainment
We Need to Talk,Waterparks,Verse 2,But who needs space from across the country,Entertainment
We Need to Talk,Waterparks,Verse 2,"I'm accustomed to feel like nothing, fuck me",Entertainment
We Need to Talk,Waterparks,Pre-Chorus,I wish you didn't tell me I was special,Entertainment
We Need to Talk,Waterparks,Pre-Chorus,Cause now it's far too hard to see through,Entertainment
We Need to Talk,Waterparks,Pre-Chorus,Cause you shine brighter than morning,Entertainment
We Need to Talk,Waterparks,Pre-Chorus,At least I thought you did,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I know I'm lonely but I won't come over,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought that I was lucky (I was lucky),Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I know I'm lonely but I won't come over,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,"I really thought that I was lucky, fuck me",Entertainment
We Need to Talk,Waterparks,Bridge,This line's here to make you think of Burbank,Entertainment
We Need to Talk,Waterparks,Bridge,And all our firsts that we lived in LA,Entertainment
We Need to Talk,Waterparks,Bridge,I carried you down the stairs every day,Entertainment
We Need to Talk,Waterparks,Bridge,And this line's here to say fuck The 100,Entertainment
We Need to Talk,Waterparks,Bridge,Now out of state plates make me think of something,Entertainment
We Need to Talk,Waterparks,Bridge,This line's here to make you think of your nose twitch,Entertainment
We Need to Talk,Waterparks,Bridge,The one I always loved but you were so self-conscious,Entertainment
We Need to Talk,Waterparks,Bridge,I'm haunted,Entertainment
We Need to Talk,Waterparks,Verse 3,Your mama likes me and she doesn't like anyone,Entertainment
We Need to Talk,Waterparks,Verse 3,"Your dumb, drunk friends don't care for me, and I always told you so",Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I know I'm lonely but I won't come over,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought that I was lucky (I was lucky),Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,I know I'm lonely but I won't come over,Entertainment
We Need to Talk,Waterparks,Chorus,I really thought you were my four-leaf clover,Entertainment
We Need to Talk,Waterparks,Chorus,"I really thought that I was lucky, fuck me",Entertainment
We Need to Talk,Waterparks,Outro,Cause you shine brighter than morning,Entertainment
We Need to Talk,Waterparks,Outro,At least I thought you did,Entertainment
We Need to Talk,Waterparks,Outro,I carried you down the stairs every day,Entertainment
Not Warriors,Waterparks,Verse 1,We tore our phones to shreds,Entertainment
Not Warriors,Waterparks,Verse 1,We didn't answer nothing,Entertainment
Not Warriors,Waterparks,Verse 1,To all friends and family: lost or dead,Entertainment
Not Warriors,Waterparks,Verse 1,I couldn't get much sleep,Entertainment
Not Warriors,Waterparks,Verse 1,You lost yourself in mine,Entertainment
Not Warriors,Waterparks,Verse 1,It couldn't get much worse,Entertainment
Not Warriors,Waterparks,Verse 1,Than the best time of life,Entertainment
Not Warriors,Waterparks,Chorus,There's nothing in my system,Entertainment
Not Warriors,Waterparks,Chorus,So I'm feeling what I feel for you,Entertainment
Not Warriors,Waterparks,Chorus,I'm sweating out potential,Entertainment
Not Warriors,Waterparks,Chorus,But I'm nervous at my central for you,Entertainment
Not Warriors,Waterparks,Chorus,There's nothing in my system,Entertainment
Not Warriors,Waterparks,Chorus,So I'm feeling what I feel for you,Entertainment
Not Warriors,Waterparks,Chorus,There's nothing left to miss,Entertainment
Not Warriors,Waterparks,Chorus,Except the shots I take and phone calls from you,Entertainment
Not Warriors,Waterparks,Chorus,And I just need you to feel it too,Entertainment
Not Warriors,Waterparks,Verse 2,Our residence is in this bed,Entertainment
Not Warriors,Waterparks,Verse 2,All I want's The Office,Entertainment
Not Warriors,Waterparks,Verse 2,And what's awful is-,Entertainment
Not Warriors,Waterparks,Verse 2,"""Don't think like that""",Entertainment
Not Warriors,Waterparks,Verse 2,You couldn't get much sleep,Entertainment
Not Warriors,Waterparks,Verse 2,I found you just in time,Entertainment
Not Warriors,Waterparks,Verse 2,"But hey, for what it's worth",Entertainment
Not Warriors,Waterparks,Verse 2,I think you saved my life,Entertainment
Not Warriors,Waterparks,Chorus,There's nothing in my system,Entertainment
Not Warriors,Waterparks,Chorus,So I'm feeling what I feel for you,Entertainment
Not Warriors,Waterparks,Chorus,I'm sweating out potential,Entertainment
Not Warriors,Waterparks,Chorus,But I'm nervous at my central for you,Entertainment
